"result_id","cdm_name","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","number exposures",NA,"mean","numeric","0.0277777777777778","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","number exposures",NA,"sd","numeric","0.205409844350596","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","number exposures",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","number exposures",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","exposed time",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","exposed time",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","exposed time",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","exposed time",NA,"mean","numeric","0.566498316498317","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","exposed time",NA,"sd","numeric","4.60300501028201","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","exposed time",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","exposed time",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","initial daily dose","milligram","q25","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","initial daily dose","milligram","median","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","initial daily dose","milligram","q75","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","initial daily dose","milligram","mean","numeric","10.3030303030303","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","initial daily dose","milligram","sd","numeric","70.3020017372571","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","initial daily dose","milligram","count_missing","integer","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa06_oxytetracycline_systemic","overall","overall","initial daily dose","milligram","percentage_missing","percentage","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","number records",NA,"count","integer","119","overall","overall"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","number subjects",NA,"count","integer","63","overall","overall"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","number exposures",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","number exposures",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","number exposures",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","number exposures",NA,"mean","numeric","0.117647058823529","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","number exposures",NA,"sd","numeric","0.394377230327257","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","number exposures",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","number exposures",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","exposed time",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","exposed time",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","exposed time",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","exposed time",NA,"mean","numeric","2.79831932773109","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","exposed time",NA,"sd","numeric","9.71158650302","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","exposed time",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","exposed time",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","initial daily dose","milligram","q25","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","initial daily dose","milligram","median","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","initial daily dose","milligram","q75","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","initial daily dose","milligram","mean","numeric","44.5714285714286","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","initial daily dose","milligram","sd","numeric","148.251994094604","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","initial daily dose","milligram","count_missing","integer","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01aa08_minocycline_systemic","overall","overall","initial daily dose","milligram","percentage_missing","percentage","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","number records",NA,"count","integer","5316","overall","overall"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","number subjects",NA,"count","integer","3231","overall","overall"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","number exposures",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","number exposures",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","number exposures",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","number exposures",NA,"mean","numeric","0.0141083521444695","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","number exposures",NA,"sd","numeric","0.131524009654333","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","number exposures",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","number exposures",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","exposed time",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","exposed time",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","exposed time",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","exposed time",NA,"mean","numeric","0.119262603461249","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","exposed time",NA,"sd","numeric","1.78022943490556","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","exposed time",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","exposed time",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","initial daily dose","milligram","q25","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","initial daily dose","milligram","median","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","initial daily dose","milligram","q75","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","initial daily dose","milligram","mean","numeric","5.75620767494357","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","initial daily dose","milligram","sd","numeric","53.0749377835127","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","initial daily dose","milligram","count_missing","integer","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa01_erythromycin_systemic","overall","overall","initial daily dose","milligram","percentage_missing","percentage","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","number records",NA,"count","integer","10347","overall","overall"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","number subjects",NA,"count","integer","5762","overall","overall"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","number exposures",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","number exposures",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","number exposures",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","number exposures",NA,"mean","numeric","0.00599207499758384","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","number exposures",NA,"sd","numeric","0.0866212279427299","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","number exposures",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","number exposures",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","exposed time",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","exposed time",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","exposed time",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","exposed time",NA,"mean","numeric","0.0372088528075771","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","exposed time",NA,"sd","numeric","0.553242431892795","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","exposed time",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","exposed time",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","initial daily dose","milligram","q25","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","initial daily dose","milligram","median","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","initial daily dose","milligram","q75","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","initial daily dose","milligram","mean","numeric","2.20817628298057","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","initial daily dose","milligram","sd","numeric","30.9920195577783","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","initial daily dose","milligram","count_missing","integer","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa09_clarithromycin_systemic","overall","overall","initial daily dose","milligram","percentage_missing","percentage","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","number records",NA,"count","integer","1241","overall","overall"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","number subjects",NA,"count","integer","559","overall","overall"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","number exposures",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","number exposures",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","number exposures",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","number exposures",NA,"mean","numeric","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","number exposures",NA,"sd","numeric","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","number exposures",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","number exposures",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","exposed time",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","exposed time",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","exposed time",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","exposed time",NA,"mean","numeric","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","exposed time",NA,"sd","numeric","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","exposed time",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","exposed time",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","initial daily dose","milligram","q25","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","initial daily dose","milligram","median","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","initial daily dose","milligram","q75","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","initial daily dose","milligram","mean","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","initial daily dose","milligram","sd","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","initial daily dose","milligram","count_missing","integer","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01fa10_azithromycin_systemic","overall","overall","initial daily dose","milligram","percentage_missing","percentage","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","number records",NA,"count","integer","259","overall","overall"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","number subjects",NA,"count","integer","205","overall","overall"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","number exposures",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","number exposures",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","number exposures",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","number exposures",NA,"mean","numeric","0.00386100386100386","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","number exposures",NA,"sd","numeric","0.06213697660012","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","number exposures",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","number exposures",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","exposed time",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","exposed time",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","exposed time",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","exposed time",NA,"mean","numeric","0.0772200772200772","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","exposed time",NA,"sd","numeric","1.2427395320024","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","exposed time",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","exposed time",NA,"percentage_missing","percentage","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","initial daily dose","milligram","q25","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","initial daily dose","milligram","median","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","initial daily dose","milligram","q75","numeric","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","initial daily dose","milligram","mean","numeric","1.57528957528958","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","initial daily dose","milligram","sd","numeric","25.351886452849","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","initial daily dose","milligram","count_missing","integer","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01ma01_ofloxacin_systemic","overall","overall","initial daily dose","milligram","percentage_missing","percentage","0","concept_set &&& ingredient","ingredient_19092353_descendants &&& lymecycline"
1,"GOLD_100k","cohort_name","j01ma02_ciprofloxacin_systemic","overall","overall","number records",NA,"count","integer","2827","overall","overall"
1,"GOLD_100k","cohort_name","j01ma02_ciprofloxacin_systemic","overall","overall","number subjects",NA,"count","integer","1746","overall","overall"
1,"GOLD_100k","cohort_name","j01ma02_ciprofloxacin_systemic","overall","overall","number exposures",NA,"q25","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma02_ciprofloxacin_systemic","overall","overall","number exposures",NA,"median","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma02_ciprofloxacin_systemic","overall","overall","number exposures",NA,"q75","integer","0","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma02_ciprofloxacin_systemic","overall","overall","number exposures",NA,"mean","numeric","0.00282985496993279","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma02_ciprofloxacin_systemic","overall","overall","number exposures",NA,"sd","numeric","0.0531304566249434","concept_set","ingredient_19092353_descendants"
1,"GOLD_100k","cohort_name","j01ma02_ciprofloxacin_systemic","overall","overall","number exposures",NA,"count_missing","integer","0","concept_set","ingredient_19092353_descendants"
