"","drug_concept_id","drug","ingredient_concept_id","ingredient","variable","n_records","n_sample","n_person","n_records_not_missing_value","n_records_missing_value","proportion_records_missing_value","result_obscured","cdm_name"
"39",19061668,"hydrocortisone 0.01 MG/MG / oxytetracycline 0.03 MG/MG Topical Ointment",925952,"oxytetracycline",NA,NA,NA,NA,NA,NA,NA,TRUE,"GOLD_100k"
"40",19061668,"hydrocortisone 0.01 MG/MG / oxytetracycline 0.03 MG/MG Topical Ointment",925952,"oxytetracycline",NA,NA,NA,NA,NA,NA,NA,TRUE,"GOLD_100k"
"41",19061668,"hydrocortisone 0.01 MG/MG / oxytetracycline 0.03 MG/MG Topical Ointment",925952,"oxytetracycline",NA,NA,NA,NA,NA,NA,NA,TRUE,"GOLD_100k"
"42",19061668,"hydrocortisone 0.01 MG/MG / oxytetracycline 0.03 MG/MG Topical Ointment",925952,"oxytetracycline",NA,NA,NA,NA,NA,NA,NA,TRUE,"GOLD_100k"
"43",19061668,"hydrocortisone 0.01 MG/MG / oxytetracycline 0.03 MG/MG Topical Ointment",925952,"oxytetracycline",NA,NA,NA,NA,NA,NA,NA,TRUE,"GOLD_100k"
"44",19061668,"hydrocortisone 0.01 MG/MG / oxytetracycline 0.03 MG/MG Topical Ointment",925952,"oxytetracycline",NA,NA,NA,NA,NA,NA,NA,TRUE,"GOLD_100k"
"45",19061668,"hydrocortisone 0.01 MG/MG / oxytetracycline 0.03 MG/MG Topical Ointment",925952,"oxytetracycline",NA,NA,NA,NA,NA,NA,NA,TRUE,"GOLD_100k"
"46",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_drug_exposure_id",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"47",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_person_id",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"48",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_drug_concept_id",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"49",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_drug_exposure_start_date",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"50",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_drug_exposure_end_date",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"51",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_verbatim_end_date",2663,10000,2.88534337171288e-321,0,2663,1,FALSE,"GOLD_100k"
"52",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_drug_type_concept_id",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"53",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_quantity",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"54",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_days_supply",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"55",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_sig",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"56",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_route_concept_id",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"57",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_drug_source_value",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"58",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_drug_source_concept_id",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"59",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_route_source_value",2663,10000,2.88534337171288e-321,2663,0,0,FALSE,"GOLD_100k"
"60",19079186,"oxytetracycline 250 MG Oral Tablet",925952,"oxytetracycline","n_missing_dose_unit_source_value",2663,10000,2.88534337171288e-321,0,2663,1,FALSE,"GOLD_100k"
"61",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_drug_exposure_id",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"62",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_person_id",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"63",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_drug_concept_id",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"64",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_drug_exposure_start_date",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"65",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_drug_exposure_end_date",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"66",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_verbatim_end_date",23,10000,8.39911597930119e-323,0,23,1,FALSE,"GOLD_100k"
"67",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_drug_type_concept_id",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"68",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_quantity",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"69",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_days_supply",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"70",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_sig",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"71",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_route_concept_id",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"72",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_drug_source_value",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"73",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_drug_source_concept_id",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"74",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_route_source_value",23,10000,8.39911597930119e-323,23,0,0,FALSE,"GOLD_100k"
"75",21169879,"Hydrocortisone 0.01 MG/MG / Oxytetracycline 0.03 MG/MG Topical Ointment [Terra-Cortril] by Intrapharm",925952,"oxytetracycline","n_missing_dose_unit_source_value",23,10000,8.39911597930119e-323,0,23,1,FALSE,"GOLD_100k"
"76",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_drug_exposure_id",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"77",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_person_id",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"78",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_drug_concept_id",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"79",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_drug_exposure_start_date",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"80",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_drug_exposure_end_date",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"81",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_verbatim_end_date",11,10000,4.94065645841247e-323,0,11,1,FALSE,"GOLD_100k"
"82",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_drug_type_concept_id",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"83",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_quantity",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"84",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_days_supply",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"85",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_sig",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"86",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_route_concept_id",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"87",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_drug_source_value",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"88",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_drug_source_concept_id",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"89",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_route_source_value",11,10000,4.94065645841247e-323,11,0,0,FALSE,"GOLD_100k"
"90",36406497,"Clobetasone / Nystatin / Oxytetracycline Topical Cream",925952,"oxytetracycline","n_missing_dose_unit_source_value",11,10000,4.94065645841247e-323,0,11,1,FALSE,"GOLD_100k"
"91",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_drug_exposure_id",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"92",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_person_id",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"93",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_drug_concept_id",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"94",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_drug_exposure_start_date",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"95",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_drug_exposure_end_date",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"96",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_verbatim_end_date",1924,10000,4.77267413882644e-321,0,1924,1,FALSE,"GOLD_100k"
"97",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_drug_type_concept_id",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"98",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_quantity",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"99",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_days_supply",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"100",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_sig",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"101",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_route_concept_id",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"102",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_drug_source_value",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"103",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_drug_source_concept_id",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"104",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_route_source_value",1924,10000,4.77267413882644e-321,1924,0,0,FALSE,"GOLD_100k"
"105",40741420,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream [Trimovate] by Ennogen",925952,"oxytetracycline","n_missing_dose_unit_source_value",1924,10000,4.77267413882644e-321,0,1924,1,FALSE,"GOLD_100k"
"106",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_drug_exposure_id",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"107",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_person_id",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"108",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_drug_concept_id",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"109",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_drug_exposure_start_date",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"110",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_drug_exposure_end_date",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"111",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_verbatim_end_date",17,10000,7.90505033345994e-323,0,17,1,FALSE,"GOLD_100k"
"112",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_drug_type_concept_id",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"113",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_quantity",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"114",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_days_supply",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"115",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_sig",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"116",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_route_concept_id",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"117",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_drug_source_value",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"118",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_drug_source_concept_id",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"119",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_route_source_value",17,10000,7.90505033345994e-323,17,0,0,FALSE,"GOLD_100k"
"120",40741422,"Clobetasone 0.0005 MG/MG / Nystatin 100 UNT/MG / Oxytetracycline 0.03 MG/MG Topical Cream",925952,"oxytetracycline","n_missing_dose_unit_source_value",17,10000,7.90505033345994e-323,0,17,1,FALSE,"GOLD_100k"
"121",1708903,"minocycline 100 MG Oral Capsule",1708880,"minocycline","n_missing_drug_exposure_id",68,10000,5.43472210425371e-323,68,0,0,FALSE,"GOLD_100k"
"122",1708903,"minocycline 100 MG Oral Capsule",1708880,"minocycline","n_missing_person_id",68,10000,5.43472210425371e-323,68,0,0,FALSE,"GOLD_100k"
"123",1708903,"minocycline 100 MG Oral Capsule",1708880,"minocycline","n_missing_drug_concept_id",68,10000,5.43472210425371e-323,68,0,0,FALSE,"GOLD_100k"
"124",1708903,"minocycline 100 MG Oral Capsule",1708880,"minocycline","n_missing_drug_exposure_start_date",68,10000,5.43472210425371e-323,68,0,0,FALSE,"GOLD_100k"
"125",1708903,"minocycline 100 MG Oral Capsule",1708880,"minocycline","n_missing_drug_exposure_end_date",68,10000,5.43472210425371e-323,68,0,0,FALSE,"GOLD_100k"
"126",1708903,"minocycline 100 MG Oral Capsule",1708880,"minocycline","n_missing_verbatim_end_date",68,10000,5.43472210425371e-323,0,68,1,FALSE,"GOLD_100k"
"127",1708903,"minocycline 100 MG Oral Capsule",1708880,"minocycline","n_missing_drug_type_concept_id",68,10000,5.43472210425371e-323,68,0,0,FALSE,"GOLD_100k"
