"","result_id","cdm_name","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level","pattern_name","ingredient","ingredient_concept_id"
"39",1,"GOLD_100k","ingredient_name","lymecycline","unit &&& route &&& pattern_id","milligram &&& oral &&& 9","Missing dose",NA,"percentage_missing","percentage","0","overall","overall","milligram  oral   fixed_amount_milligram","lymecycline",19092353
"40",1,"GOLD_100k","ingredient_name","lymecycline","unit &&& route &&& pattern_id","milligram &&& oral &&& 9","daily_dose",NA,"mean","numeric","428.428019812414","overall","overall","milligram  oral   fixed_amount_milligram","lymecycline",19092353
"41",1,"GOLD_100k","ingredient_name","lymecycline","unit &&& route &&& pattern_id","milligram &&& oral &&& 9","daily_dose",NA,"sd","numeric","339.301740859432","overall","overall","milligram  oral   fixed_amount_milligram","lymecycline",19092353
"42",1,"GOLD_100k","ingredient_name","lymecycline","unit &&& route &&& pattern_id","milligram &&& oral &&& 9","daily_dose",NA,"q05","numeric","408","overall","overall","milligram  oral   fixed_amount_milligram","lymecycline",19092353
"43",1,"GOLD_100k","ingredient_name","lymecycline","unit &&& route &&& pattern_id","milligram &&& oral &&& 9","daily_dose",NA,"q25","numeric","408","overall","overall","milligram  oral   fixed_amount_milligram","lymecycline",19092353
"44",1,"GOLD_100k","ingredient_name","lymecycline","unit &&& route &&& pattern_id","milligram &&& oral &&& 9","daily_dose",NA,"median","numeric","408","overall","overall","milligram  oral   fixed_amount_milligram","lymecycline",19092353
"45",1,"GOLD_100k","ingredient_name","lymecycline","unit &&& route &&& pattern_id","milligram &&& oral &&& 9","daily_dose",NA,"q75","numeric","408","overall","overall","milligram  oral   fixed_amount_milligram","lymecycline",19092353
"46",1,"GOLD_100k","ingredient_name","lymecycline","unit &&& route &&& pattern_id","milligram &&& oral &&& 9","daily_dose",NA,"q95","numeric","408","overall","overall","milligram  oral   fixed_amount_milligram","lymecycline",19092353
"47",1,"GOLD_100k","ingredient_name","lymecycline","unit &&& route &&& pattern_id","milligram &&& oral &&& 9","daily_dose",NA,"min","numeric","19.4285714285714","overall","overall","milligram  oral   fixed_amount_milligram","lymecycline",19092353
"48",1,"GOLD_100k","ingredient_name","lymecycline","unit &&& route &&& pattern_id","milligram &&& oral &&& 9","daily_dose",NA,"max","numeric","22848","overall","overall","milligram  oral   fixed_amount_milligram","lymecycline",19092353
"49",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","number records",NA,"count","integer","18925","overall","overall","overall","oxytetracycline",925952
"50",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","Missing dose",NA,"count_missing","integer","334","overall","overall","overall","oxytetracycline",925952
"51",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","Missing dose",NA,"percentage_missing","percentage","1.76486129458388","overall","overall","overall","oxytetracycline",925952
"52",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","daily_dose",NA,"mean","numeric","805.601658843684","overall","overall","overall","oxytetracycline",925952
"53",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","daily_dose",NA,"sd","numeric","1443.49166192014","overall","overall","overall","oxytetracycline",925952
"54",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","daily_dose",NA,"q05","numeric","0.0321428571428571","overall","overall","overall","oxytetracycline",925952
"55",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","daily_dose",NA,"q25","numeric","0.06","overall","overall","overall","oxytetracycline",925952
"56",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","daily_dose",NA,"median","numeric","500","overall","overall","overall","oxytetracycline",925952
"57",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","daily_dose",NA,"q75","numeric","1000","overall","overall","overall","oxytetracycline",925952
"58",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","daily_dose",NA,"q95","numeric","1785.71428571429","overall","overall","overall","oxytetracycline",925952
"59",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","daily_dose",NA,"min","numeric","0.001","overall","overall","overall","oxytetracycline",925952
"60",1,"GOLD_100k","ingredient_name","oxytetracycline","overall","overall","daily_dose",NA,"max","numeric","50000","overall","overall","overall","oxytetracycline",925952
"61",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","number records",NA,"count","integer","18644","overall","overall","milligram","oxytetracycline",925952
"62",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","number records",NA,"count","integer","281","overall","overall","missing","oxytetracycline",925952
"63",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","Missing dose",NA,"count_missing","integer","53","overall","overall","milligram","oxytetracycline",925952
"64",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","Missing dose",NA,"count_missing","integer","281","overall","overall","missing","oxytetracycline",925952
"65",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","Missing dose",NA,"percentage_missing","percentage","0.284273760995495","overall","overall","milligram","oxytetracycline",925952
"66",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","Missing dose",NA,"percentage_missing","percentage","100","overall","overall","missing","oxytetracycline",925952
"67",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","daily_dose",NA,"mean","numeric","805.601658843684","overall","overall","milligram","oxytetracycline",925952
"68",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","daily_dose",NA,"mean","numeric",NA,"overall","overall","missing","oxytetracycline",925952
"69",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","daily_dose",NA,"sd","numeric","1443.49166192014","overall","overall","milligram","oxytetracycline",925952
"70",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","daily_dose",NA,"sd","numeric",NA,"overall","overall","missing","oxytetracycline",925952
"71",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","daily_dose",NA,"q05","numeric","0.0321428571428571","overall","overall","milligram","oxytetracycline",925952
"72",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","daily_dose",NA,"q05","numeric",NA,"overall","overall","missing","oxytetracycline",925952
"73",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","daily_dose",NA,"q25","numeric","0.06","overall","overall","milligram","oxytetracycline",925952
"74",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","daily_dose",NA,"q25","numeric",NA,"overall","overall","missing","oxytetracycline",925952
"75",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","daily_dose",NA,"median","numeric","500","overall","overall","milligram","oxytetracycline",925952
"76",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","daily_dose",NA,"median","numeric",NA,"overall","overall","missing","oxytetracycline",925952
"77",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","daily_dose",NA,"q75","numeric","1000","overall","overall","milligram","oxytetracycline",925952
"78",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","daily_dose",NA,"q75","numeric",NA,"overall","overall","missing","oxytetracycline",925952
"79",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","daily_dose",NA,"q95","numeric","1785.71428571429","overall","overall","milligram","oxytetracycline",925952
"80",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","daily_dose",NA,"q95","numeric",NA,"overall","overall","missing","oxytetracycline",925952
"81",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","daily_dose",NA,"min","numeric","0.001","overall","overall","milligram","oxytetracycline",925952
"82",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","daily_dose",NA,"min","numeric",NA,"overall","overall","missing","oxytetracycline",925952
"83",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","milligram","daily_dose",NA,"max","numeric","50000","overall","overall","milligram","oxytetracycline",925952
"84",1,"GOLD_100k","ingredient_name","oxytetracycline","unit","missing","daily_dose",NA,"max","numeric",NA,"overall","overall","missing","oxytetracycline",925952
"85",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","number records",NA,"count","integer","-","overall","overall","missing  milligram","oxytetracycline",925952
"86",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","number records",NA,"count","integer","15","overall","overall","missing  missing","oxytetracycline",925952
"87",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","number records",NA,"count","integer","12561","overall","overall","oral  milligram","oxytetracycline",925952
"88",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","number records",NA,"count","integer","-","overall","overall","oral  missing","oxytetracycline",925952
"89",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","number records",NA,"count","integer","6082","overall","overall","topical  milligram","oxytetracycline",925952
"90",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","number records",NA,"count","integer","264","overall","overall","topical  missing","oxytetracycline",925952
"91",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","Missing dose",NA,"count_missing","integer","0","overall","overall","missing  milligram","oxytetracycline",925952
"92",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","Missing dose",NA,"count_missing","integer","15","overall","overall","missing  missing","oxytetracycline",925952
"93",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","Missing dose",NA,"count_missing","integer","52","overall","overall","oral  milligram","oxytetracycline",925952
"94",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","Missing dose",NA,"count_missing","integer","-","overall","overall","oral  missing","oxytetracycline",925952
"95",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","Missing dose",NA,"count_missing","integer","-","overall","overall","topical  milligram","oxytetracycline",925952
"96",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","Missing dose",NA,"count_missing","integer","264","overall","overall","topical  missing","oxytetracycline",925952
"97",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","Missing dose",NA,"percentage_missing","percentage","-","overall","overall","missing  milligram","oxytetracycline",925952
"98",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","Missing dose",NA,"percentage_missing","percentage","100","overall","overall","missing  missing","oxytetracycline",925952
"99",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","Missing dose",NA,"percentage_missing","percentage","0.413979778680041","overall","overall","oral  milligram","oxytetracycline",925952
"100",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","Missing dose",NA,"percentage_missing","percentage","-","overall","overall","oral  missing","oxytetracycline",925952
"101",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","Missing dose",NA,"percentage_missing","percentage","-","overall","overall","topical  milligram","oxytetracycline",925952
"102",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","Missing dose",NA,"percentage_missing","percentage","100","overall","overall","topical  missing","oxytetracycline",925952
"103",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","daily_dose",NA,"mean","numeric","-","overall","overall","missing  milligram","oxytetracycline",925952
"104",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","daily_dose",NA,"mean","numeric",NA,"overall","overall","missing  missing","oxytetracycline",925952
"105",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","daily_dose",NA,"mean","numeric","1197.25037313793","overall","overall","oral  milligram","oxytetracycline",925952
"106",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","daily_dose",NA,"mean","numeric","-","overall","overall","oral  missing","oxytetracycline",925952
"107",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","daily_dose",NA,"mean","numeric","0.0469531295049302","overall","overall","topical  milligram","oxytetracycline",925952
"108",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","daily_dose",NA,"mean","numeric",NA,"overall","overall","topical  missing","oxytetracycline",925952
"109",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","daily_dose",NA,"sd","numeric","-","overall","overall","missing  milligram","oxytetracycline",925952
"110",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","daily_dose",NA,"sd","numeric",NA,"overall","overall","missing  missing","oxytetracycline",925952
"111",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","daily_dose",NA,"sd","numeric","1621.09215238574","overall","overall","oral  milligram","oxytetracycline",925952
"112",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","daily_dose",NA,"sd","numeric","-","overall","overall","oral  missing","oxytetracycline",925952
"113",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","daily_dose",NA,"sd","numeric","0.0228916114888209","overall","overall","topical  milligram","oxytetracycline",925952
"114",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","daily_dose",NA,"sd","numeric",NA,"overall","overall","topical  missing","oxytetracycline",925952
"115",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","daily_dose",NA,"q05","numeric","-","overall","overall","missing  milligram","oxytetracycline",925952
"116",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","daily_dose",NA,"q05","numeric",NA,"overall","overall","missing  missing","oxytetracycline",925952
"117",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","daily_dose",NA,"q05","numeric","500","overall","overall","oral  milligram","oxytetracycline",925952
"118",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","daily_dose",NA,"q05","numeric","-","overall","overall","oral  missing","oxytetracycline",925952
"119",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","daily_dose",NA,"q05","numeric","0.03","overall","overall","topical  milligram","oxytetracycline",925952
"120",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","daily_dose",NA,"q05","numeric",NA,"overall","overall","topical  missing","oxytetracycline",925952
"121",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","daily_dose",NA,"q25","numeric","-","overall","overall","missing  milligram","oxytetracycline",925952
"122",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","daily_dose",NA,"q25","numeric",NA,"overall","overall","missing  missing","oxytetracycline",925952
"123",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","daily_dose",NA,"q25","numeric","500","overall","overall","oral  milligram","oxytetracycline",925952
"124",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","daily_dose",NA,"q25","numeric","-","overall","overall","oral  missing","oxytetracycline",925952
"125",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","daily_dose",NA,"q25","numeric","0.0321428571428571","overall","overall","topical  milligram","oxytetracycline",925952
"126",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","daily_dose",NA,"q25","numeric",NA,"overall","overall","topical  missing","oxytetracycline",925952
"127",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","daily_dose",NA,"median","numeric","-","overall","overall","missing  milligram","oxytetracycline",925952
"128",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","daily_dose",NA,"median","numeric",NA,"overall","overall","missing  missing","oxytetracycline",925952
"129",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","daily_dose",NA,"median","numeric","1000","overall","overall","oral  milligram","oxytetracycline",925952
"130",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","daily_dose",NA,"median","numeric","-","overall","overall","oral  missing","oxytetracycline",925952
"131",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","daily_dose",NA,"median","numeric","0.0321428571428571","overall","overall","topical  milligram","oxytetracycline",925952
"132",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","daily_dose",NA,"median","numeric",NA,"overall","overall","topical  missing","oxytetracycline",925952
"133",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","daily_dose",NA,"q75","numeric","-","overall","overall","missing  milligram","oxytetracycline",925952
"134",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","daily_dose",NA,"q75","numeric",NA,"overall","overall","missing  missing","oxytetracycline",925952
"135",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","daily_dose",NA,"q75","numeric","1000","overall","overall","oral  milligram","oxytetracycline",925952
"136",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","daily_dose",NA,"q75","numeric","-","overall","overall","oral  missing","oxytetracycline",925952
"137",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","daily_dose",NA,"q75","numeric","0.06","overall","overall","topical  milligram","oxytetracycline",925952
"138",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","daily_dose",NA,"q75","numeric",NA,"overall","overall","topical  missing","oxytetracycline",925952
"139",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","daily_dose",NA,"q95","numeric","-","overall","overall","missing  milligram","oxytetracycline",925952
"140",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","daily_dose",NA,"q95","numeric",NA,"overall","overall","missing  missing","oxytetracycline",925952
"141",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","daily_dose",NA,"q95","numeric","2800","overall","overall","oral  milligram","oxytetracycline",925952
"142",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","daily_dose",NA,"q95","numeric","-","overall","overall","oral  missing","oxytetracycline",925952
"143",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","daily_dose",NA,"q95","numeric","0.0642857142857143","overall","overall","topical  milligram","oxytetracycline",925952
"144",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","daily_dose",NA,"q95","numeric",NA,"overall","overall","topical  missing","oxytetracycline",925952
"145",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","daily_dose",NA,"min","numeric","-","overall","overall","missing  milligram","oxytetracycline",925952
"146",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","daily_dose",NA,"min","numeric",NA,"overall","overall","missing  missing","oxytetracycline",925952
"147",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","daily_dose",NA,"min","numeric","8.92857142857143","overall","overall","oral  milligram","oxytetracycline",925952
"148",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","daily_dose",NA,"min","numeric","-","overall","overall","oral  missing","oxytetracycline",925952
"149",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","daily_dose",NA,"min","numeric","0.001","overall","overall","topical  milligram","oxytetracycline",925952
"150",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","daily_dose",NA,"min","numeric",NA,"overall","overall","topical  missing","oxytetracycline",925952
"151",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& milligram","daily_dose",NA,"max","numeric","-","overall","overall","missing  milligram","oxytetracycline",925952
"152",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","missing &&& missing","daily_dose",NA,"max","numeric",NA,"overall","overall","missing  missing","oxytetracycline",925952
"153",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& milligram","daily_dose",NA,"max","numeric","50000","overall","overall","oral  milligram","oxytetracycline",925952
"154",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","oral &&& missing","daily_dose",NA,"max","numeric","-","overall","overall","oral  missing","oxytetracycline",925952
"155",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& milligram","daily_dose",NA,"max","numeric","0.385714285714286","overall","overall","topical  milligram","oxytetracycline",925952
"156",1,"GOLD_100k","ingredient_name","oxytetracycline","route &&& unit","topical &&& missing","daily_dose",NA,"max","numeric",NA,"overall","overall","topical  missing","oxytetracycline",925952
"157",1,"GOLD_100k","ingredient_name","oxytetracycline","unit &&& route &&& pattern_id","milligram &&& missing &&& 34","number records",NA,"count","integer","-","overall","overall","milligram  missing   milligram_missing_milliliter","oxytetracycline",925952
"158",1,"GOLD_100k","ingredient_name","oxytetracycline","unit &&& route &&& pattern_id","milligram &&& oral &&& 9","number records",NA,"count","integer","12561","overall","overall","milligram  oral   fixed_amount_milligram","oxytetracycline",925952
"159",1,"GOLD_100k","ingredient_name","oxytetracycline","unit &&& route &&& pattern_id","milligram &&& topical &&& 33","number records",NA,"count","integer","6082","overall","overall","milligram  topical   milligram_missing_milligram","oxytetracycline",925952
"160",1,"GOLD_100k","ingredient_name","oxytetracycline","unit &&& route &&& pattern_id","missing &&& missing &&& missing","number records",NA,"count","integer","15","overall","overall","missing  missing  missing","oxytetracycline",925952
"161",1,"GOLD_100k","ingredient_name","oxytetracycline","unit &&& route &&& pattern_id","missing &&& oral &&& missing","number records",NA,"count","integer","-","overall","overall","missing  oral  missing","oxytetracycline",925952
